alert_id,customer_id,trigger_rule,alert_date,analyst_decision,investigation_time_minutes
ALT_09543,CUST_0601,geographic_risk,2024-05-23,cleared,20
ALT_09544,CUST_0601,large_cash,2024-05-20,escalated,25
ALT_09545,CUST_0601,structuring,2024-05-20,cleared,43
ALT_09546,CUST_0601,threshold,2024-06-26,cleared,42
ALT_09547,CUST_0601,structuring,2024-06-22,cleared,25
ALT_09548,CUST_0601,large_cash,2024-06-22,escalated,21
ALT_09549,CUST_0601,threshold,2024-07-17,escalated,35
ALT_09550,CUST_0601,threshold,2024-08-23,escalated,18
ALT_09551,CUST_0601,threshold,2024-09-25,cleared,21
ALT_09552,CUST_0601,rapid_movement,2024-09-21,cleared,24
ALT_09553,CUST_0601,threshold,2024-10-27,escalated,28
ALT_09554,CUST_0601,geographic_risk,2024-10-16,cleared,44
ALT_09555,CUST_0601,structuring,2024-10-17,escalated,25
ALT_09556,CUST_0601,large_cash,2024-10-20,escalated,40
ALT_09557,CUST_0601,rapid_movement,2024-10-16,cleared,28
ALT_09558,CUST_0601,threshold,2024-11-25,escalated,42
ALT_09559,CUST_0601,rapid_movement,2024-11-19,cleared,34
ALT_09560,CUST_0601,threshold,2024-12-17,cleared,35
ALT_09561,CUST_0602,threshold,2024-01-16,SAR_filed,19
ALT_09562,CUST_0602,structuring,2024-01-15,escalated,19
ALT_09563,CUST_0602,rapid_movement,2024-01-27,cleared,39
ALT_09564,CUST_0602,threshold,2024-02-21,cleared,17
ALT_09565,CUST_0602,threshold,2024-03-16,cleared,22
ALT_09566,CUST_0602,geographic_risk,2024-03-21,cleared,43
ALT_09567,CUST_0602,threshold,2024-04-27,cleared,41
ALT_09568,CUST_0602,dormant_activation,2024-04-23,cleared,35
ALT_09569,CUST_0602,geographic_risk,2024-04-20,escalated,22
ALT_09570,CUST_0602,large_cash,2024-04-24,cleared,20
ALT_09571,CUST_0602,threshold,2024-05-27,cleared,22
ALT_09572,CUST_0602,geographic_risk,2024-05-17,escalated,27
ALT_09573,CUST_0602,structuring,2024-05-19,cleared,16
ALT_09574,CUST_0602,rapid_movement,2024-05-22,cleared,38
ALT_09575,CUST_0602,threshold,2024-06-17,cleared,15
ALT_09576,CUST_0602,geographic_risk,2024-06-17,escalated,40
ALT_09577,CUST_0602,structuring,2024-06-17,cleared,44
ALT_09578,CUST_0602,dormant_activation,2024-06-23,escalated,30
ALT_09579,CUST_0602,threshold,2024-07-19,escalated,40
ALT_09580,CUST_0602,structuring,2024-07-21,escalated,33
ALT_09581,CUST_0602,rapid_movement,2024-07-27,cleared,26
ALT_09582,CUST_0602,geographic_risk,2024-07-18,cleared,34
ALT_09583,CUST_0602,threshold,2024-08-15,cleared,17
ALT_09584,CUST_0602,rapid_movement,2024-08-22,escalated,38
ALT_09585,CUST_0602,threshold,2024-09-15,cleared,31
ALT_09586,CUST_0602,threshold,2024-10-22,escalated,39
ALT_09587,CUST_0602,threshold,2024-11-21,cleared,36
ALT_09588,CUST_0602,large_cash,2024-11-18,cleared,40
ALT_09589,CUST_0602,threshold,2024-12-25,escalated,44
ALT_09590,CUST_0602,rapid_movement,2024-12-24,cleared,44
ALT_09591,CUST_0602,dormant_activation,2024-12-26,cleared,15
ALT_09592,CUST_0603,threshold,2024-01-15,cleared,35
ALT_09593,CUST_0603,threshold,2024-02-15,escalated,26
ALT_09594,CUST_0603,structuring,2024-02-27,cleared,25
ALT_09595,CUST_0603,geographic_risk,2024-02-20,SAR_filed,39
ALT_09596,CUST_0603,dormant_activation,2024-02-15,escalated,26
ALT_09597,CUST_0603,threshold,2024-03-23,escalated,19
ALT_09598,CUST_0603,threshold,2024-04-20,SAR_filed,21
ALT_09599,CUST_0603,threshold,2024-05-18,escalated,44
ALT_09600,CUST_0603,dormant_activation,2024-05-15,cleared,21
ALT_09601,CUST_0603,threshold,2024-06-23,cleared,22
ALT_09602,CUST_0603,structuring,2024-07-27,escalated,39
ALT_09603,CUST_0603,threshold,2024-07-17,SAR_filed,19
ALT_09604,CUST_0603,large_cash,2024-07-19,cleared,21
ALT_09605,CUST_0603,threshold,2024-08-24,cleared,42
ALT_09606,CUST_0603,rapid_movement,2024-08-22,cleared,41
ALT_09607,CUST_0603,geographic_risk,2024-08-22,cleared,29
ALT_09608,CUST_0603,threshold,2024-09-26,cleared,22
ALT_09609,CUST_0603,threshold,2024-10-26,cleared,42
ALT_09610,CUST_0603,rapid_movement,2024-10-15,SAR_filed,30
ALT_09611,CUST_0603,dormant_activation,2024-10-19,cleared,36
ALT_09612,CUST_0603,threshold,2024-11-19,cleared,24
ALT_09613,CUST_0603,rapid_movement,2024-11-22,cleared,22
ALT_09614,CUST_0603,threshold,2024-12-19,cleared,39
ALT_09615,CUST_0604,large_cash,2024-01-21,escalated,21
ALT_09616,CUST_0604,threshold,2024-02-24,SAR_filed,32
ALT_09617,CUST_0604,structuring,2024-10-21,escalated,33
ALT_09618,CUST_0604,threshold,2024-12-15,cleared,43
ALT_09619,CUST_0605,threshold,2024-01-26,cleared,19
ALT_09620,CUST_0605,geographic_risk,2024-01-22,escalated,43
ALT_09621,CUST_0605,dormant_activation,2024-01-17,cleared,41
ALT_09622,CUST_0605,rapid_movement,2024-01-25,escalated,18
ALT_09623,CUST_0605,large_cash,2024-01-15,cleared,19
ALT_09624,CUST_0605,threshold,2024-02-27,cleared,18
ALT_09625,CUST_0605,large_cash,2024-02-20,escalated,36
ALT_09626,CUST_0605,geographic_risk,2024-02-25,escalated,39
ALT_09627,CUST_0605,threshold,2024-03-16,escalated,35
ALT_09628,CUST_0605,threshold,2024-04-23,cleared,36
ALT_09629,CUST_0605,threshold,2024-05-15,SAR_filed,34
ALT_09630,CUST_0605,threshold,2024-06-15,escalated,40
ALT_09631,CUST_0605,structuring,2024-06-27,SAR_filed,40
ALT_09632,CUST_0605,dormant_activation,2024-06-17,cleared,16
ALT_09633,CUST_0605,large_cash,2024-06-25,cleared,17
ALT_09634,CUST_0605,threshold,2024-07-19,SAR_filed,18
ALT_09635,CUST_0605,threshold,2024-08-20,escalated,28
ALT_09636,CUST_0605,dormant_activation,2024-08-16,escalated,40
ALT_09637,CUST_0605,geographic_risk,2024-08-21,cleared,43
ALT_09638,CUST_0605,threshold,2024-09-18,cleared,44
ALT_09639,CUST_0605,threshold,2024-10-17,SAR_filed,30
ALT_09640,CUST_0605,geographic_risk,2024-10-17,SAR_filed,34
ALT_09641,CUST_0605,rapid_movement,2024-10-19,escalated,42
ALT_09642,CUST_0605,dormant_activation,2024-10-15,escalated,20
ALT_09643,CUST_0605,structuring,2024-10-26,cleared,36
ALT_09644,CUST_0605,threshold,2024-11-17,cleared,17
ALT_09645,CUST_0605,threshold,2024-12-24,cleared,30
ALT_09646,CUST_0605,dormant_activation,2024-12-22,escalated,28
ALT_09647,CUST_0605,structuring,2024-12-22,cleared,36
ALT_09648,CUST_0606,structuring,2024-09-23,cleared,24
ALT_09649,CUST_0606,rapid_movement,2024-09-15,escalated,31
ALT_09650,CUST_0606,large_cash,2024-09-19,SAR_filed,20
ALT_09651,CUST_0606,rapid_movement,2024-10-18,cleared,40
ALT_09652,CUST_0606,geographic_risk,2024-10-22,cleared,21
ALT_09653,CUST_0606,structuring,2024-11-26,SAR_filed,25
ALT_09654,CUST_0606,rapid_movement,2024-11-21,cleared,21
ALT_09655,CUST_0606,geographic_risk,2024-11-15,cleared,33
ALT_09656,CUST_0606,large_cash,2024-11-23,escalated,44
ALT_09657,CUST_0606,structuring,2024-12-19,cleared,39
ALT_09658,CUST_0606,rapid_movement,2024-12-16,escalated,19
ALT_09659,CUST_0606,geographic_risk,2024-12-19,cleared,22
ALT_09660,CUST_0606,large_cash,2024-12-24,cleared,24
ALT_09661,CUST_0607,threshold,2024-01-15,cleared,22
ALT_09662,CUST_0607,rapid_movement,2024-01-26,escalated,16
ALT_09663,CUST_0607,geographic_risk,2024-01-27,cleared,19
ALT_09664,CUST_0607,structuring,2024-01-27,SAR_filed,19
ALT_09665,CUST_0607,threshold,2024-02-18,SAR_filed,39
ALT_09666,CUST_0607,rapid_movement,2024-02-16,escalated,41
ALT_09667,CUST_0607,large_cash,2024-02-27,escalated,43
ALT_09668,CUST_0607,threshold,2024-03-25,cleared,23
ALT_09669,CUST_0607,rapid_movement,2024-03-24,escalated,31
ALT_09670,CUST_0607,threshold,2024-04-17,cleared,26
ALT_09671,CUST_0607,rapid_movement,2024-04-24,escalated,16
ALT_09672,CUST_0607,large_cash,2024-04-17,escalated,18
ALT_09673,CUST_0607,threshold,2024-05-19,cleared,17
ALT_09674,CUST_0607,rapid_movement,2024-05-16,escalated,22
ALT_09675,CUST_0607,threshold,2024-06-19,cleared,35
ALT_09676,CUST_0607,rapid_movement,2024-06-19,escalated,21
ALT_09677,CUST_0607,structuring,2024-06-25,cleared,29
ALT_09678,CUST_0607,large_cash,2024-06-26,cleared,40
ALT_09679,CUST_0607,threshold,2024-07-20,SAR_filed,44
ALT_09680,CUST_0607,rapid_movement,2024-07-20,escalated,15
ALT_09681,CUST_0607,threshold,2024-08-27,escalated,37
ALT_09682,CUST_0607,rapid_movement,2024-08-24,escalated,33
ALT_09683,CUST_0607,threshold,2024-09-23,cleared,42
ALT_09684,CUST_0607,rapid_movement,2024-09-27,SAR_filed,29
ALT_09685,CUST_0607,structuring,2024-09-20,SAR_filed,35
ALT_09686,CUST_0607,dormant_activation,2024-09-17,cleared,44
ALT_09687,CUST_0607,large_cash,2024-09-21,SAR_filed,43
ALT_09688,CUST_0607,threshold,2024-10-27,cleared,30
ALT_09689,CUST_0607,rapid_movement,2024-10-16,cleared,38
ALT_09690,CUST_0607,threshold,2024-11-26,escalated,39
ALT_09691,CUST_0607,rapid_movement,2024-11-16,escalated,30
ALT_09692,CUST_0607,rapid_movement,2024-12-19,cleared,42
ALT_09693,CUST_0608,threshold,2024-01-16,cleared,36
ALT_09694,CUST_0608,rapid_movement,2024-01-24,escalated,24
ALT_09695,CUST_0608,threshold,2024-02-26,escalated,34
ALT_09696,CUST_0608,rapid_movement,2024-02-26,cleared,40
ALT_09697,CUST_0608,threshold,2024-03-18,escalated,39
ALT_09698,CUST_0608,rapid_movement,2024-03-19,cleared,41
ALT_09699,CUST_0608,geographic_risk,2024-03-24,escalated,22
ALT_09700,CUST_0608,threshold,2024-04-18,SAR_filed,41
ALT_09701,CUST_0608,rapid_movement,2024-04-17,cleared,31
ALT_09702,CUST_0608,geographic_risk,2024-04-18,cleared,40
ALT_09703,CUST_0608,threshold,2024-05-15,SAR_filed,30
ALT_09704,CUST_0608,rapid_movement,2024-05-26,SAR_filed,44
ALT_09705,CUST_0608,geographic_risk,2024-05-17,escalated,26
ALT_09706,CUST_0608,structuring,2024-05-21,cleared,23
ALT_09707,CUST_0608,large_cash,2024-05-27,SAR_filed,41
ALT_09708,CUST_0608,dormant_activation,2024-05-25,cleared,35
ALT_09709,CUST_0608,threshold,2024-06-23,cleared,17
ALT_09710,CUST_0608,rapid_movement,2024-06-23,cleared,29
ALT_09711,CUST_0608,geographic_risk,2024-06-15,escalated,20
ALT_09712,CUST_0608,dormant_activation,2024-06-21,cleared,16
ALT_09713,CUST_0608,structuring,2024-06-20,escalated,42
ALT_09714,CUST_0608,threshold,2024-07-23,escalated,32
ALT_09715,CUST_0608,rapid_movement,2024-07-20,cleared,36
ALT_09716,CUST_0608,threshold,2024-08-24,cleared,23
ALT_09717,CUST_0608,rapid_movement,2024-08-20,cleared,18
ALT_09718,CUST_0608,dormant_activation,2024-08-15,SAR_filed,41
ALT_09719,CUST_0608,structuring,2024-08-23,escalated,31
ALT_09720,CUST_0608,threshold,2024-09-21,cleared,17
ALT_09721,CUST_0608,rapid_movement,2024-09-25,cleared,36
ALT_09722,CUST_0608,threshold,2024-10-22,SAR_filed,29
ALT_09723,CUST_0608,rapid_movement,2024-10-23,SAR_filed,16
ALT_09724,CUST_0608,dormant_activation,2024-10-21,cleared,43
ALT_09725,CUST_0608,structuring,2024-10-20,cleared,33
ALT_09726,CUST_0608,threshold,2024-11-17,cleared,42
ALT_09727,CUST_0608,rapid_movement,2024-11-15,SAR_filed,16
ALT_09728,CUST_0608,threshold,2024-12-24,escalated,24
ALT_09729,CUST_0608,rapid_movement,2024-12-25,cleared,37
ALT_09730,CUST_0609,rapid_movement,2024-01-20,escalated,21
ALT_09731,CUST_0609,geographic_risk,2024-07-26,cleared,16
ALT_09732,CUST_0610,threshold,2024-08-27,cleared,30
ALT_09733,CUST_0610,geographic_risk,2024-09-25,cleared,44
ALT_09734,CUST_0610,rapid_movement,2024-10-18,escalated,30
ALT_09735,CUST_0610,structuring,2024-12-16,cleared,20
ALT_09736,CUST_0611,threshold,2024-01-19,cleared,17
ALT_09737,CUST_0611,threshold,2024-03-17,SAR_filed,20
ALT_09738,CUST_0611,threshold,2024-04-23,escalated,20
ALT_09739,CUST_0611,rapid_movement,2024-04-22,cleared,24
ALT_09740,CUST_0611,geographic_risk,2024-04-15,escalated,35
ALT_09741,CUST_0611,threshold,2024-05-19,cleared,35
ALT_09742,CUST_0611,dormant_activation,2024-05-16,escalated,42
ALT_09743,CUST_0611,large_cash,2024-05-19,SAR_filed,30
ALT_09744,CUST_0611,geographic_risk,2024-05-15,cleared,26
ALT_09745,CUST_0611,threshold,2024-06-15,escalated,41
ALT_09746,CUST_0611,threshold,2024-07-25,escalated,30
ALT_09747,CUST_0611,large_cash,2024-07-25,escalated,38
ALT_09748,CUST_0611,threshold,2024-08-24,SAR_filed,29
ALT_09749,CUST_0611,threshold,2024-10-15,cleared,39
ALT_09750,CUST_0611,structuring,2024-10-19,SAR_filed,17
ALT_09751,CUST_0611,geographic_risk,2024-10-15,cleared,16
ALT_09752,CUST_0611,large_cash,2024-10-25,escalated,41
ALT_09753,CUST_0611,threshold,2024-11-16,cleared,23
ALT_09754,CUST_0611,dormant_activation,2024-11-15,cleared,40
ALT_09755,CUST_0612,large_cash,2024-05-23,escalated,42
ALT_09756,CUST_0612,large_cash,2024-06-15,SAR_filed,30
ALT_09757,CUST_0612,structuring,2024-08-15,cleared,39
ALT_09758,CUST_0613,structuring,2024-03-15,SAR_filed,40
ALT_09759,CUST_0613,geographic_risk,2024-05-20,cleared,40
ALT_09760,CUST_0613,rapid_movement,2024-10-24,SAR_filed,22
ALT_09761,CUST_0614,rapid_movement,2024-01-23,SAR_filed,42
ALT_09762,CUST_0614,threshold,2024-01-23,cleared,32
ALT_09763,CUST_0614,rapid_movement,2024-02-17,cleared,32
ALT_09764,CUST_0614,geographic_risk,2024-02-17,cleared,28
ALT_09765,CUST_0614,threshold,2024-02-24,cleared,22
ALT_09766,CUST_0614,rapid_movement,2024-03-21,cleared,31
ALT_09767,CUST_0614,rapid_movement,2024-04-27,cleared,43
ALT_09768,CUST_0614,dormant_activation,2024-04-21,cleared,34
ALT_09769,CUST_0614,threshold,2024-04-16,cleared,39
ALT_09770,CUST_0614,geographic_risk,2024-04-16,SAR_filed,16
ALT_09771,CUST_0614,rapid_movement,2024-05-20,SAR_filed,26
ALT_09772,CUST_0614,threshold,2024-05-19,cleared,19
ALT_09773,CUST_0614,geographic_risk,2024-05-20,cleared,37
ALT_09774,CUST_0614,structuring,2024-05-23,cleared,29
ALT_09775,CUST_0614,rapid_movement,2024-06-17,cleared,41
ALT_09776,CUST_0614,rapid_movement,2024-07-25,cleared,43
ALT_09777,CUST_0614,rapid_movement,2024-08-25,cleared,27
ALT_09778,CUST_0614,rapid_movement,2024-09-22,cleared,28
ALT_09779,CUST_0614,geographic_risk,2024-09-16,SAR_filed,40
ALT_09780,CUST_0614,rapid_movement,2024-10-15,cleared,33
ALT_09781,CUST_0614,rapid_movement,2024-11-26,escalated,43
ALT_09782,CUST_0614,large_cash,2024-11-21,escalated,19
ALT_09783,CUST_0614,threshold,2024-11-22,SAR_filed,42
ALT_09784,CUST_0614,rapid_movement,2024-12-15,cleared,18
ALT_09785,CUST_0614,threshold,2024-12-24,cleared,27
ALT_09786,CUST_0615,threshold,2024-01-18,cleared,37
ALT_09787,CUST_0615,rapid_movement,2024-01-15,cleared,19
ALT_09788,CUST_0615,threshold,2024-02-15,escalated,22
ALT_09789,CUST_0615,rapid_movement,2024-02-17,cleared,25
ALT_09790,CUST_0615,large_cash,2024-02-23,cleared,43
ALT_09791,CUST_0615,threshold,2024-03-16,cleared,37
ALT_09792,CUST_0615,rapid_movement,2024-03-21,escalated,16
ALT_09793,CUST_0615,large_cash,2024-03-19,cleared,15
ALT_09794,CUST_0615,dormant_activation,2024-03-17,cleared,37
ALT_09795,CUST_0615,geographic_risk,2024-03-23,cleared,40
ALT_09796,CUST_0615,threshold,2024-04-27,cleared,16
ALT_09797,CUST_0615,rapid_movement,2024-04-24,cleared,28
ALT_09798,CUST_0615,threshold,2024-05-18,SAR_filed,25
ALT_09799,CUST_0615,threshold,2024-06-16,cleared,43
ALT_09800,CUST_0615,rapid_movement,2024-06-18,cleared,38
ALT_09801,CUST_0615,threshold,2024-07-15,cleared,17
ALT_09802,CUST_0615,rapid_movement,2024-07-20,cleared,39
ALT_09803,CUST_0615,structuring,2024-07-23,SAR_filed,41
ALT_09804,CUST_0615,geographic_risk,2024-07-20,escalated,43
ALT_09805,CUST_0615,threshold,2024-08-23,SAR_filed,41
ALT_09806,CUST_0615,rapid_movement,2024-08-23,cleared,16
ALT_09807,CUST_0615,large_cash,2024-08-26,cleared,43
ALT_09808,CUST_0615,geographic_risk,2024-08-20,escalated,20
ALT_09809,CUST_0615,threshold,2024-09-17,escalated,38
ALT_09810,CUST_0615,rapid_movement,2024-09-16,SAR_filed,30
ALT_09811,CUST_0615,threshold,2024-10-21,cleared,19
ALT_09812,CUST_0615,threshold,2024-11-27,cleared,43
ALT_09813,CUST_0615,rapid_movement,2024-11-23,SAR_filed,44
ALT_09814,CUST_0615,geographic_risk,2024-11-17,cleared,15
ALT_09815,CUST_0615,large_cash,2024-11-19,cleared,27
ALT_09816,CUST_0615,threshold,2024-12-20,cleared,24
ALT_09817,CUST_0615,rapid_movement,2024-12-27,cleared,32
ALT_09818,CUST_0616,structuring,2024-01-27,SAR_filed,17
ALT_09819,CUST_0616,threshold,2024-01-18,cleared,23
ALT_09820,CUST_0616,rapid_movement,2024-01-18,cleared,19
ALT_09821,CUST_0616,large_cash,2024-01-18,cleared,17
ALT_09822,CUST_0616,threshold,2024-02-19,cleared,15
ALT_09823,CUST_0616,rapid_movement,2024-02-21,SAR_filed,24
ALT_09824,CUST_0616,geographic_risk,2024-02-15,cleared,16
ALT_09825,CUST_0616,dormant_activation,2024-02-25,SAR_filed,20
ALT_09826,CUST_0616,structuring,2024-02-23,SAR_filed,29
ALT_09827,CUST_0616,threshold,2024-03-23,escalated,15
ALT_09828,CUST_0616,rapid_movement,2024-03-20,SAR_filed,27
ALT_09829,CUST_0616,large_cash,2024-03-25,cleared,24
ALT_09830,CUST_0616,threshold,2024-05-19,cleared,33
ALT_09831,CUST_0616,rapid_movement,2024-05-20,cleared,32
ALT_09832,CUST_0616,large_cash,2024-05-24,escalated,34
ALT_09833,CUST_0616,dormant_activation,2024-05-15,cleared,34
ALT_09834,CUST_0616,structuring,2024-05-23,cleared,43
ALT_09835,CUST_0616,threshold,2024-06-27,cleared,44
ALT_09836,CUST_0616,rapid_movement,2024-06-27,SAR_filed,44
ALT_09837,CUST_0616,geographic_risk,2024-06-26,escalated,28
ALT_09838,CUST_0616,threshold,2024-07-15,escalated,22
ALT_09839,CUST_0616,rapid_movement,2024-07-26,escalated,25
ALT_09840,CUST_0616,threshold,2024-08-16,SAR_filed,30
ALT_09841,CUST_0616,rapid_movement,2024-08-16,cleared,23
ALT_09842,CUST_0616,dormant_activation,2024-08-17,cleared,22
ALT_09843,CUST_0616,geographic_risk,2024-08-21,cleared,35
ALT_09844,CUST_0616,threshold,2024-09-27,cleared,28
ALT_09845,CUST_0616,rapid_movement,2024-09-15,cleared,44
ALT_09846,CUST_0616,dormant_activation,2024-09-19,SAR_filed,16
ALT_09847,CUST_0616,geographic_risk,2024-09-17,cleared,36
ALT_09848,CUST_0616,threshold,2024-11-25,SAR_filed,36
ALT_09849,CUST_0616,rapid_movement,2024-11-18,cleared,21
ALT_09850,CUST_0616,threshold,2024-12-26,cleared,21
ALT_09851,CUST_0616,rapid_movement,2024-12-20,SAR_filed,44
ALT_09852,CUST_0616,structuring,2024-12-23,escalated,15
ALT_09853,CUST_0616,geographic_risk,2024-12-18,cleared,26
ALT_09854,CUST_0616,dormant_activation,2024-12-26,cleared,44
ALT_09855,CUST_0617,threshold,2024-01-22,escalated,29
ALT_09856,CUST_0617,dormant_activation,2024-01-26,cleared,37
ALT_09857,CUST_0617,large_cash,2024-01-17,SAR_filed,31
ALT_09858,CUST_0617,threshold,2024-02-20,escalated,20
ALT_09859,CUST_0617,structuring,2024-02-22,escalated,41
ALT_09860,CUST_0617,rapid_movement,2024-02-15,cleared,38
ALT_09861,CUST_0617,threshold,2024-03-24,cleared,29
ALT_09862,CUST_0617,structuring,2024-03-26,cleared,26
ALT_09863,CUST_0617,geographic_risk,2024-03-23,cleared,27
ALT_09864,CUST_0617,threshold,2024-04-22,SAR_filed,31
ALT_09865,CUST_0617,rapid_movement,2024-04-26,escalated,36
ALT_09866,CUST_0617,threshold,2024-05-25,SAR_filed,27
ALT_09867,CUST_0617,rapid_movement,2024-05-15,SAR_filed,21
ALT_09868,CUST_0617,dormant_activation,2024-05-26,SAR_filed,44
ALT_09869,CUST_0617,structuring,2024-05-27,cleared,40
ALT_09870,CUST_0617,threshold,2024-06-22,cleared,16
ALT_09871,CUST_0617,threshold,2024-07-15,cleared,22
ALT_09872,CUST_0617,threshold,2024-08-18,cleared,32
ALT_09873,CUST_0617,geographic_risk,2024-08-26,cleared,41
ALT_09874,CUST_0617,large_cash,2024-08-22,SAR_filed,37
ALT_09875,CUST_0617,structuring,2024-08-27,cleared,24
ALT_09876,CUST_0617,threshold,2024-09-27,escalated,38
ALT_09877,CUST_0617,structuring,2024-09-18,cleared,17
ALT_09878,CUST_0617,geographic_risk,2024-09-27,SAR_filed,38
ALT_09879,CUST_0617,threshold,2024-10-15,cleared,39
ALT_09880,CUST_0617,large_cash,2024-10-21,SAR_filed,24
ALT_09881,CUST_0617,dormant_activation,2024-10-27,cleared,42
ALT_09882,CUST_0617,geographic_risk,2024-10-21,cleared,18
ALT_09883,CUST_0617,threshold,2024-11-26,escalated,16
ALT_09884,CUST_0617,threshold,2024-12-24,cleared,32
ALT_09885,CUST_0618,structuring,2024-01-26,cleared,25
ALT_09886,CUST_0618,structuring,2024-03-15,cleared,38
ALT_09887,CUST_0618,large_cash,2024-04-15,cleared,33
ALT_09888,CUST_0618,rapid_movement,2024-06-18,SAR_filed,41
ALT_09889,CUST_0618,threshold,2024-08-26,SAR_filed,16
ALT_09890,CUST_0618,threshold,2024-10-24,SAR_filed,44
ALT_09891,CUST_0619,rapid_movement,2024-01-26,cleared,26
ALT_09892,CUST_0619,rapid_movement,2024-02-15,cleared,38
ALT_09893,CUST_0619,rapid_movement,2024-03-19,cleared,33
ALT_09894,CUST_0619,geographic_risk,2024-03-24,cleared,16
ALT_09895,CUST_0619,rapid_movement,2024-04-20,cleared,37
ALT_09896,CUST_0619,structuring,2024-04-18,escalated,15
ALT_09897,CUST_0619,geographic_risk,2024-04-15,cleared,28
ALT_09898,CUST_0619,threshold,2024-04-18,SAR_filed,41
ALT_09899,CUST_0619,rapid_movement,2024-05-19,cleared,17
ALT_09900,CUST_0619,large_cash,2024-05-26,SAR_filed,21
ALT_09901,CUST_0619,dormant_activation,2024-05-27,escalated,26
ALT_09902,CUST_0619,structuring,2024-05-22,SAR_filed,32
ALT_09903,CUST_0619,rapid_movement,2024-06-22,cleared,44
ALT_09904,CUST_0619,dormant_activation,2024-06-22,SAR_filed,37
ALT_09905,CUST_0619,rapid_movement,2024-07-21,cleared,20
ALT_09906,CUST_0619,rapid_movement,2024-08-20,SAR_filed,31
ALT_09907,CUST_0619,threshold,2024-08-15,escalated,40
ALT_09908,CUST_0619,rapid_movement,2024-09-24,cleared,25
ALT_09909,CUST_0619,geographic_risk,2024-09-18,escalated,22
ALT_09910,CUST_0619,structuring,2024-09-22,cleared,23
ALT_09911,CUST_0619,dormant_activation,2024-09-21,cleared,41
ALT_09912,CUST_0619,rapid_movement,2024-10-20,escalated,29
ALT_09913,CUST_0619,threshold,2024-10-15,cleared,38
ALT_09914,CUST_0619,structuring,2024-10-25,cleared,23
ALT_09915,CUST_0619,dormant_activation,2024-10-26,cleared,42
ALT_09916,CUST_0619,rapid_movement,2024-11-22,SAR_filed,35
ALT_09917,CUST_0619,large_cash,2024-11-19,cleared,31
ALT_09918,CUST_0619,rapid_movement,2024-12-15,escalated,33
ALT_09919,CUST_0619,threshold,2024-12-20,SAR_filed,28
ALT_09920,CUST_0619,dormant_activation,2024-12-18,cleared,34
ALT_09921,CUST_0620,threshold,2024-01-16,escalated,30
ALT_09922,CUST_0620,threshold,2024-02-20,cleared,29
ALT_09923,CUST_0620,threshold,2024-03-25,SAR_filed,44
ALT_09924,CUST_0620,geographic_risk,2024-03-26,cleared,15
ALT_09925,CUST_0620,threshold,2024-04-19,cleared,31
ALT_09926,CUST_0620,large_cash,2024-04-26,cleared,41
ALT_09927,CUST_0620,geographic_risk,2024-04-22,cleared,32
ALT_09928,CUST_0620,threshold,2024-05-20,cleared,43
ALT_09929,CUST_0620,threshold,2024-06-26,cleared,31
ALT_09930,CUST_0620,rapid_movement,2024-06-22,cleared,36
ALT_09931,CUST_0620,geographic_risk,2024-06-21,escalated,22
ALT_09932,CUST_0620,large_cash,2024-06-26,cleared,29
ALT_09933,CUST_0620,threshold,2024-07-23,cleared,27
ALT_09934,CUST_0620,dormant_activation,2024-07-24,SAR_filed,21
ALT_09935,CUST_0620,threshold,2024-08-20,SAR_filed,19
ALT_09936,CUST_0620,dormant_activation,2024-08-23,cleared,18
ALT_09937,CUST_0620,threshold,2024-09-19,cleared,24
ALT_09938,CUST_0620,rapid_movement,2024-09-23,cleared,43
ALT_09939,CUST_0620,dormant_activation,2024-09-24,escalated,28
ALT_09940,CUST_0620,threshold,2024-10-20,SAR_filed,24
ALT_09941,CUST_0620,rapid_movement,2024-10-25,cleared,37
ALT_09942,CUST_0620,threshold,2024-11-15,cleared,44
ALT_09943,CUST_0620,rapid_movement,2024-11-16,cleared,27
ALT_09944,CUST_0620,threshold,2024-12-24,SAR_filed,35
ALT_09945,CUST_0621,structuring,2024-02-22,SAR_filed,23
ALT_09946,CUST_0621,large_cash,2024-11-19,escalated,16
ALT_09947,CUST_0622,geographic_risk,2024-01-27,cleared,15
ALT_09948,CUST_0622,geographic_risk,2024-02-16,cleared,37
ALT_09949,CUST_0622,structuring,2024-04-21,cleared,25
ALT_09950,CUST_0622,geographic_risk,2024-09-20,escalated,44
ALT_09951,CUST_0623,structuring,2024-10-16,escalated,43
ALT_09952,CUST_0623,threshold,2024-11-19,cleared,44
ALT_09953,CUST_0624,geographic_risk,2024-01-22,cleared,37
ALT_09954,CUST_0624,structuring,2024-03-19,cleared,40
ALT_09955,CUST_0624,large_cash,2024-06-18,cleared,18
ALT_09956,CUST_0624,large_cash,2024-07-15,SAR_filed,37
ALT_09957,CUST_0624,rapid_movement,2024-08-21,cleared,38
ALT_09958,CUST_0625,threshold,2024-09-19,cleared,27
ALT_09959,CUST_0625,rapid_movement,2024-10-18,cleared,16
ALT_09960,CUST_0626,threshold,2024-01-25,cleared,34
ALT_09961,CUST_0626,rapid_movement,2024-01-23,escalated,22
ALT_09962,CUST_0626,geographic_risk,2024-01-18,SAR_filed,26
ALT_09963,CUST_0626,threshold,2024-02-21,cleared,16
ALT_09964,CUST_0626,geographic_risk,2024-02-25,cleared,34
